5kV,10kV,15kV,20kV,25kV,30kV,Contamination_Rate,,,5_s,10_s,15_s,20_s,25_s,30_s
0.114285714,0.152941176,0.316,0.38,0.461714286,0.613333333,High,,,0.013061224,0.023391003,0.099856,0.1444,0.213180082,0.376177777
0.116571429,0.152941176,0.32,0.38,0.461714286,0.613333333,High,,,0.013588898,0.023391003,0.1024,0.1444,0.213180082,0.376177777
0.118857143,0.152941176,0.32,0.38,0.461714286,0.613333333,High,,,0.01412702,0.023391003,0.1024,0.1444,0.213180082,0.376177777
0.121142857,0.152941176,0.32,0.38,0.457142857,0.613333333,High,,,0.014675592,0.023391003,0.1024,0.1444,0.208979592,0.376177777
0.123428571,0.152941176,0.32,0.38,0.457142857,0.613333333,High,,,0.015234612,0.023391003,0.1024,0.1444,0.208979592,0.376177777
0.123428571,0.152941176,0.32,0.38,0.457142857,0.608,High,,,0.015234612,0.023391003,0.1024,0.1444,0.208979592,0.369664
0.123428571,0.152941176,0.32,0.38,0.457142857,0.608,High,,,0.015234612,0.023391003,0.1024,0.1444,0.208979592,0.369664
0.121142857,0.152941176,0.32,0.38,0.457142857,0.608,High,,,0.014675592,0.023391003,0.1024,0.1444,0.208979592,0.369664
0.118857143,0.152941176,0.32,0.38,0.457142857,0.608,High,,,0.01412702,0.023391003,0.1024,0.1444,0.208979592,0.369664
0.118857143,0.152941176,0.32,0.38,0.457142857,0.602666667,High,,,0.01412702,0.023391003,0.1024,0.1444,0.208979592,0.363207112
